,text,aspect,label
86,"Very practical for organizing tasks and connecting the team, as well as stimulating productivity on a large scale.",connecting,2
2955,the best notes app i have ever used.,app,2
2678,(i use columns all the time),columns,1
2880,"One of the best project management systems to date for yourself and business, and I’ve tried some.",date,1
386,"sorry i do not wish to discuss the matter, can you cancel the subscription please",cancel,1
1969,you guys promise to deliver breakfast items and always fail consistently.delivery not done or package is badly done.moreover heavy veg & fruits on top of milk packs.you need to packs thing neatly in plastic or carboard,milk,0
3382,offer discounts.,discounts.,0
1283,"Due to your recent update of today all my recurring tasks are gone. 

",update,0
154,one more question: do we have to pay a separate enterprise license for every workspace we use?,workspace,1
2768,we want to pay for notion on behalf of the company.,pay,1
3465,"prompt, efficient and good quality service",quality service,2
1432,"avoid super access membership for milk , dairies items.",Dairies items.,0
716,(whenever we launch it) license to resell videos video resolution in 1080p full access to all editing,access,2
190,"The fifth star is when an offer is made for families;) 
The pricing structure is suitable for companies.",companies,1
2867,"If you try to fill in the task name, it will be entered without permission and you will not be able to convert it to kanji etc.",task,1
1069,i still use my evernote because i do not think that notion does a good job of capturing information from other places as smoothly as evernote.,Evernote.,0
3872,it is the same on the ios app on my ipad . . .,iOS,0
1815,I use Asana with all my clients.,clients,2
1015,"Yet another annoying database app, which demands you sign up for an account to use the app.",database,0
2303,"notion evolution templates and videos #notion, @notionhq, #productivity",Templates,2
2133,"[attachment: ""screen recording 2021-05-02 at 4.19.27 pm.mov""]",Recording,1
2676,i can not make it slide faster,slide,1
1725,using the newest version of android.,Android.,0
402,delivery related..extra charges for milk packet delivery..,milk,0
188,i signed up today and cancelled my subscription and would like a refund.,cancelled,1
3150,takes so long to open (30-60+ seconds) that i usually give up before it loads,long,0
1888,"notion failed to charge your subscription: insufficient funds to: &lt;&gt; subscription payment failed hello jonathan, unfortunately, your payment with notion (description internal helpdesk/it support platform (for employee use)) has failed.",Subscription,0
2457,honest and scincere service,Honest,2
3606,the lost edits were originally created - platform you created those edits on (web app/mac desktop app/windows desktop app/ios/android) and may i have your permission to access your account and workspace to investigate?,workspace,1
1970,i do personally loved this app as much as possible.,app,2
1494,very slow.. hire some android developers please.,android developers,0
698,i subscribes for business package.,subscribes,1
1046,"I tried many task app, I switched a couple of times, stopped using these apps, but whenever I want an app that is easy to use and does exactly what I want it to do without the need of an subscription or payments I come back to Asana.",payments,2
3912,"hi brandon, i cannot download my video",download,0
2906,"i mean, i equip fidouat and send them with dough price according to their quality?",price,1
2542,improve your supply system of items other than milk,supply system,0
28,doens't start only,Doens't,2
2180,"app is great for what it does, but it is really slow and it does not look as ""smooth"" as on desktop",desktop,2
1027,can you share a screenshot of where it is loading?,loading,2
3102,Really helpful templates and project bases with sample data that makes sense of their potential uses,Really helpful templates,2
1203,"overall this app definitely deserves five stars, but i would not be able to give enough stars if you could fix some of the issues with mouse and try optimise the app a bit more for mouse on",five,2
231,"hi, i want to close down my support email address.",email,1
3487,i want to cancel my subscription,subscription,1
2036,you can never improve until you stop cheating on customers,customers,0
84,this app sucks,app,2
656,it is like @notionhq has paid all of you to promote it.,paid,0
2876,am already paying for milk.. then you should deliver groceries free of cost.,milk..,0
2928,"well, you will have to manually adjust the duration or media and text after adding into the scene every time",scene,1
2470,"app functioned well my first time opening it, but the load times are absolutely ridiculous to the point where i cannot even access it.",App,2
2635,it should be ensured that if a delivery is scheduled for a particular day then it should be delivered.,delivery,0
3910,right now i am not intrested for that plan,plan,2
2236,"customer care service, delivery service, easy to use application",Customer care,2
2419,"i just started using notion and it is amazing, only thing I would love for the mobile version would be widget's, I would love to use it with my calenders","widget's,",0
